State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Assam,Jorhat,2021-06-01,33.49,37.21,15.19,10.72,16.5,11.11,0.86,1.44,10.02,0.97,4.73,0.66,55,Satisfactory,20.8,83.7,1.84,4.0,5.64,437.3
Assam,Jorhat,2021-07-01,13.92,65.79,9.09,22.49,2.67,12.17,0.92,5.39,12.7,1.89,4.66,1.25,23,Good,17.0,77.6,1.888,4.18,5.94,434.3
Assam,Jorhat,2021-08-01,33.38,87.86,6.0,15.28,16.17,10.36,0.59,8.4,17.97,0.58,4.57,1.37,55,Satisfactory,17.7,93.8,2.177,3.85,5.81,434.7
Assam,Jorhat,2021-09-01,35.25,68.72,4.58,13.98,10.74,7.67,0.59,5.16,20.98,2.07,3.03,0.95,58,Satisfactory,11.3,85.7,1.665,4.85,5.89,436.2
Assam,Jorhat,2021-10-01,53.34,50.86,11.88,24.42,11.26,16.57,0.59,2.22,14.32,1.93,8.51,1.09,89,Satisfactory,10.7,67.3,2.022,3.81,5.81,434.6
Assam,Jorhat,2021-11-01,88.32,160.36,21.89,34.99,50.92,23.91,0.71,6.76,31.06,4.36,5.34,1.49,194,Moderate,4.8,67.4,1.705,5.05,5.93,429.6
Assam,Jorhat,2021-12-01,46.89,95.33,12.12,24.38,18.93,18.93,1.16,19.42,45.01,5.05,12.19,2.82,78,Satisfactory,6.6,66.4,2.252,4.19,5.85,432.5
Assam,Jorhat,2022-01-01,35.27,105.11,7.0,33.17,39.56,10.03,1.6,17.42,28.14,2.16,5.73,2.32,58,Satisfactory,5.1,77.2,1.904,5.02,5.98,438.7
Assam,Jorhat,2022-02-01,35.76,101.83,16.84,20.54,43.28,9.29,2.02,19.28,26.62,3.07,9.92,0.69,59,Satisfactory,10.5,64.1,1.966,4.56,5.99,437.8
Assam,Jorhat,2022-03-01,54.91,48.61,6.61,21.94,9.81,14.59,0.58,5.04,32.7,2.19,8.43,0.81,91,Satisfactory,11.1,54.6,2.013,4.65,5.84,442.3
Assam,Jorhat,2022-04-01,33.84,124.98,8.16,24.3,7.27,8.25,0.82,13.75,38.41,2.72,4.06,0.34,56,Satisfactory,6.3,53.0,1.961,3.87,6.01,438.1
Assam,Jorhat,2022-05-01,50.46,110.6,7.52,25.4,22.99,23.97,0.68,14.77,17.16,3.16,8.6,1.86,84,Satisfactory,14.6,49.4,1.768,5.33,5.82,440.1
Assam,Jorhat,2022-06-01,49.84,47.1,3.72,5.17,21.37,5.38,0.86,3.93,18.53,1.22,5.91,0.59,83,Satisfactory,12.6,85.9,1.991,4.27,5.93,438.0
Assam,Jorhat,2022-07-01,26.95,54.77,8.68,8.58,13.8,4.52,0.31,10.55,11.47,0.72,1.98,1.09,45,Good,17.4,98.1,1.729,4.79,5.95,438.9
Assam,Jorhat,2022-08-01,32.19,57.76,9.0,21.63,14.28,5.28,0.93,6.27,7.02,1.33,2.92,0.77,53,Satisfactory,10.8,98.8,1.625,3.84,5.99,440.7
Assam,Jorhat,2022-09-01,29.05,37.98,3.62,8.09,8.49,8.2,0.48,8.55,19.73,0.76,3.2,0.32,48,Good,13.4,80.8,1.736,4.81,5.85,441.1
Assam,Jorhat,2022-10-01,52.22,34.64,5.52,28.02,10.91,17.55,0.44,16.8,23.83,1.45,5.96,1.11,87,Satisfactory,10.6,81.0,2.038,4.61,5.83,439.0
Assam,Jorhat,2022-11-01,48.07,85.62,13.35,19.65,46.73,17.73,0.7,15.9,35.87,4.11,2.8,2.34,80,Satisfactory,8.9,70.4,1.855,4.76,6.14,439.5
Assam,Jorhat,2022-12-01,72.91,141.87,24.81,34.29,39.4,23.36,1.28,25.21,21.95,1.49,11.6,3.48,142,Moderate,3.0,72.5,2.027,4.84,6.11,438.7
Assam,Jorhat,2023-01-01,91.59,91.56,20.38,18.83,32.83,31.72,1.9,7.47,53.89,2.26,2.79,3.01,203,Poor,7.5,62.0,1.966,4.12,6.18,443.2
Assam,Jorhat,2023-02-01,64.06,120.91,12.81,27.47,21.58,5.75,1.36,11.51,32.57,3.42,10.29,2.77,111,Moderate,4.7,74.0,1.875,4.0,6.1,439.9
Assam,Jorhat,2023-03-01,59.74,44.33,5.83,38.73,28.11,19.12,1.75,8.45,42.6,2.26,2.17,2.28,100,Satisfactory,5.2,51.5,1.791,4.01,6.11,446.2
Assam,Jorhat,2023-04-01,43.42,48.4,17.55,9.19,28.88,14.0,1.2,14.36,22.05,2.27,6.16,1.91,72,Satisfactory,15.0,36.4,1.838,4.28,6.03,443.3
Assam,Jorhat,2023-05-01,59.14,128.84,6.08,35.46,34.49,17.58,1.4,15.51,50.0,3.53,6.6,2.44,99,Satisfactory,10.2,52.1,1.415,4.17,5.95,444.3
Assam,Jorhat,2023-06-01,40.25,45.63,9.88,10.08,15.99,12.82,0.68,6.9,15.37,1.61,4.44,0.43,67,Satisfactory,13.9,85.3,1.91,4.26,6.2,444.0
Assam,Jorhat,2023-07-01,33.29,66.97,5.16,9.91,6.16,8.96,0.46,4.74,12.96,1.69,4.08,0.66,55,Satisfactory,24.5,98.2,1.677,4.17,6.02,441.3
Assam,Jorhat,2023-08-01,27.15,33.61,2.52,5.98,11.72,11.36,0.86,2.9,12.71,0.7,5.46,1.3,45,Good,16.3,99.3,1.661,4.71,6.21,442.9
Assam,Jorhat,2023-09-01,38.53,34.18,2.05,18.38,10.67,9.92,0.54,7.29,25.54,0.91,1.99,0.56,64,Satisfactory,8.6,96.2,1.91,4.31,6.32,445.0
Assam,Jorhat,2023-10-01,30.78,111.42,12.69,29.44,31.94,5.43,1.41,14.74,24.49,1.89,7.94,0.36,51,Satisfactory,5.9,69.3,1.95,4.32,6.2,442.1
Assam,Jorhat,2023-11-01,95.09,139.61,20.52,43.86,21.26,26.45,0.6,22.17,18.85,3.72,8.09,1.84,215,Poor,8.4,87.9,2.083,4.96,6.16,443.9
Assam,Jorhat,2023-12-01,98.8,74.93,17.82,23.15,15.14,17.8,2.07,14.75,61.07,1.37,4.35,0.96,228,Poor,5.1,84.8,1.615,3.85,6.17,443.2
Assam,Jorhat,2024-01-01,74.37,163.01,26.92,26.61,35.45,22.55,2.36,13.12,14.85,4.39,10.66,2.73,147,Moderate,8.6,81.1,1.999,4.89,6.2,446.5
Assam,Jorhat,2024-02-01,44.59,69.74,3.86,22.34,22.87,19.33,0.75,8.82,12.76,2.86,10.9,2.84,74,Satisfactory,5.9,65.4,1.884,4.35,6.39,448.0
Assam,Jorhat,2024-03-01,59.56,113.16,7.28,35.73,12.56,19.57,1.41,16.36,25.19,1.79,5.03,0.75,99,Satisfactory,5.6,54.1,1.651,5.13,6.46,444.0
Assam,Jorhat,2024-04-01,41.63,81.29,5.53,21.24,18.2,17.86,0.94,15.72,24.59,1.96,5.47,0.6,69,Satisfactory,13.0,47.3,1.971,4.7,6.19,447.5
Assam,Jorhat,2024-05-01,68.14,130.88,13.2,28.96,14.69,4.74,1.52,6.56,52.8,3.12,5.22,1.71,125,Moderate,17.1,37.0,1.811,4.58,6.25,447.8
Assam,Jorhat,2024-06-01,24.44,73.59,11.56,12.41,24.75,14.1,0.81,4.42,6.86,0.88,5.59,0.46,41,Good,12.8,81.8,2.148,3.58,6.3,446.7
Assam,Jorhat,2024-07-01,28.11,41.58,6.42,16.16,8.04,3.8,0.39,6.44,19.04,1.64,3.06,0.78,47,Good,23.5,96.6,2.041,3.93,6.42,447.2
Assam,Jorhat,2024-08-01,26.81,30.49,2.44,12.32,10.13,6.57,0.86,1.17,16.42,1.31,4.36,1.34,45,Good,12.6,98.0,1.981,4.86,6.2,446.9
Assam,Jorhat,2024-09-01,24.52,82.92,6.16,15.44,12.72,11.42,0.43,6.89,2.0,0.51,2.74,1.5,41,Good,13.7,96.9,1.865,3.81,6.29,448.3
Assam,Jorhat,2024-10-01,39.49,99.25,11.13,22.77,11.83,18.37,1.24,12.06,14.71,2.16,4.63,0.41,65,Satisfactory,10.0,87.2,1.676,4.88,6.41,447.8
Assam,Jorhat,2024-11-01,102.83,67.46,18.9,18.11,37.93,17.12,0.71,5.54,16.51,2.59,9.49,3.62,241,Poor,7.2,68.8,1.693,4.59,6.3,446.9
Assam,Jorhat,2024-12-01,78.08,185.35,25.92,32.12,20.03,16.12,1.86,23.84,45.87,3.2,6.32,2.67,159,Moderate,4.6,70.3,1.772,4.66,6.12,449.0
Assam,Jorhat,2025-01-01,96.02,86.11,7.87,24.81,13.65,6.46,2.25,27.24,11.28,3.77,3.75,2.01,218,Poor,2.6,68.8,1.727,4.6,6.31,452.9
Assam,Jorhat,2025-02-01,43.16,152.79,16.2,19.66,15.23,22.34,1.87,14.85,25.9,2.76,6.46,1.03,72,Satisfactory,7.2,61.8,1.761,5.16,6.15,454.7
Assam,Jorhat,2025-03-01,22.87,102.32,16.77,12.55,15.57,17.77,1.03,15.99,18.3,1.95,6.64,2.3,38,Good,12.0,39.9,1.711,3.44,6.41,451.9
Assam,Jorhat,2025-04-01,26.61,83.92,17.7,28.2,10.61,15.35,0.61,14.28,49.16,0.91,2.51,0.82,44,Good,13.6,51.1,1.865,4.3,6.21,453.2
Assam,Jorhat,2025-05-01,69.67,65.85,22.48,16.5,18.45,16.3,1.37,15.94,55.35,1.85,3.59,2.05,131,Moderate,16.5,42.3,2.038,5.0,6.43,450.6
Assam,Jorhat,2025-06-01,37.79,39.97,9.29,16.63,17.74,19.0,0.33,8.92,5.11,1.58,2.06,0.53,62,Satisfactory,15.9,82.2,1.791,4.84,6.27,455.1
Assam,Jorhat,2025-07-01,18.21,76.73,9.73,1.0,9.33,13.67,1.07,1.0,20.14,1.07,4.65,1.0,30,Good,19.7,93.0,1.841,4.15,6.3,456.2
Assam,Jorhat,2025-08-01,38.65,71.75,11.38,10.41,10.34,9.67,0.94,3.56,17.1,0.58,2.35,0.78,64,Satisfactory,13.1,88.0,1.916,4.48,6.29,453.2
Assam,Jorhat,2025-09-01,40.36,23.54,15.33,5.29,10.56,11.68,0.86,10.6,11.98,1.09,1.94,1.17,67,Satisfactory,10.9,79.3,1.915,4.82,6.39,452.9
Assam,Jorhat,2025-10-01,52.56,125.04,11.4,24.17,26.98,5.06,1.47,4.25,30.03,1.73,7.38,2.18,87,Satisfactory,11.1,81.9,2.003,4.66,6.43,452.4
Assam,Jorhat,2025-11-01,78.51,88.95,2.68,37.65,18.25,16.65,1.02,8.91,21.09,1.92,6.71,0.74,161,Moderate,4.6,63.7,2.156,5.01,6.25,454.0
Assam,Jorhat,2025-12-01,77.85,114.35,10.33,30.8,18.01,17.11,1.11,5.8,23.12,4.67,9.43,1.25,159,Moderate,3.2,65.1,1.902,4.9,6.25,454.7
Assam,Silchar,2014-01-01,87.0,161.21,30.36,35.58,45.16,20.77,2.71,12.05,52.71,4.26,6.84,3.07,190,Moderate,4.2,57.0,1.811,3.51,5.09,400.1
Assam,Silchar,2014-02-01,49.18,104.41,8.18,47.15,15.09,17.79,1.36,13.11,38.25,2.22,9.78,1.54,82,Satisfactory,4.9,69.0,2.132,4.33,5.15,401.5
Assam,Silchar,2014-03-01,60.34,153.09,22.06,16.28,10.71,9.55,0.99,19.51,44.11,1.61,2.63,2.56,99,Satisfactory,5.8,55.8,1.917,4.07,4.92,402.8
Assam,Silchar,2014-04-01,41.5,110.09,9.75,21.91,23.99,12.98,1.05,8.98,46.49,2.36,7.81,1.17,69,Satisfactory,9.4,49.8,2.046,3.43,5.18,399.0
Assam,Silchar,2014-05-01,81.91,77.88,9.69,38.45,43.04,24.38,1.28,18.38,63.55,3.65,9.09,2.14,172,Moderate,15.0,50.3,1.87,3.23,4.81,398.5
Assam,Silchar,2014-06-01,42.94,82.96,9.02,2.76,29.85,13.2,1.29,2.08,24.54,2.3,3.35,0.6,71,Satisfactory,22.4,81.0,1.909,2.89,5.07,396.7
Assam,Silchar,2014-07-01,29.28,72.28,10.59,16.94,12.67,3.11,0.79,9.06,28.87,1.09,1.49,0.87,49,Good,18.1,74.8,2.021,2.84,4.98,398.7
Assam,Silchar,2014-08-01,23.99,73.74,9.4,9.61,17.16,12.98,0.28,6.22,17.48,2.26,2.23,1.44,40,Good,19.0,86.4,2.05,3.97,5.11,397.6
Assam,Silchar,2014-09-01,56.72,56.61,10.29,17.5,24.43,7.59,1.39,7.92,26.54,0.97,5.55,0.66,94,Satisfactory,11.3,93.3,1.839,2.98,4.88,398.2
Assam,Silchar,2014-10-01,61.11,100.57,7.92,38.73,20.1,12.85,0.79,10.81,24.93,1.62,10.24,1.98,101,Moderate,5.7,75.4,2.063,3.8,5.09,398.2
Assam,Silchar,2014-11-01,46.25,195.15,30.97,37.4,40.66,30.55,1.78,14.05,21.2,2.5,5.75,2.83,77,Satisfactory,3.3,73.3,1.946,3.15,4.85,399.6
Assam,Silchar,2014-12-01,91.38,165.81,15.51,29.3,18.68,16.86,2.8,32.45,26.23,1.93,14.11,3.89,202,Poor,6.4,90.1,2.034,3.72,4.89,399.4
Assam,Silchar,2015-01-01,75.72,154.66,25.14,47.91,29.13,18.21,1.58,14.59,49.54,2.04,3.93,1.75,151,Moderate,9.3,61.9,1.922,2.82,5.07,405.6
Assam,Silchar,2015-02-01,70.82,109.21,30.07,48.88,20.21,18.7,1.35,12.29,41.07,0.8,7.41,1.27,135,Moderate,8.2,58.5,1.84,4.13,5.22,405.6
Assam,Silchar,2015-03-01,57.54,107.66,10.86,29.95,8.74,7.27,2.28,23.63,49.05,4.29,10.31,2.55,96,Satisfactory,9.4,45.3,1.939,3.74,5.18,404.2
Assam,Silchar,2015-04-01,38.36,148.75,10.19,22.5,23.04,10.04,0.95,17.45,35.77,2.39,8.54,1.34,63,Satisfactory,8.1,36.4,1.921,3.38,5.06,403.3
Assam,Silchar,2015-05-01,80.9,103.57,24.27,34.73,43.43,18.51,1.38,11.11,43.22,2.84,10.46,3.33,169,Moderate,17.2,48.6,2.055,3.51,5.07,405.1
Assam,Silchar,2015-06-01,24.69,68.16,5.35,20.03,11.55,16.44,1.5,7.21,17.45,2.53,1.3,0.69,41,Good,13.8,79.3,1.916,3.66,5.12,402.7
Assam,Silchar,2015-07-01,43.93,65.36,10.26,12.61,15.0,8.29,0.56,5.27,8.53,1.49,3.47,1.0,73,Satisfactory,19.9,92.5,2.011,3.52,5.17,404.4
Assam,Silchar,2015-08-01,34.6,65.61,8.52,22.01,28.64,6.29,1.15,8.93,16.07,1.63,4.78,1.28,57,Satisfactory,21.8,90.1,2.079,3.76,5.1,405.3
Assam,Silchar,2015-09-01,49.17,71.25,10.22,23.35,27.14,7.21,0.47,8.91,20.9,0.88,3.72,1.84,82,Satisfactory,15.7,77.6,1.822,3.13,5.16,405.5
Assam,Silchar,2015-10-01,49.23,148.76,19.97,18.58,30.37,16.82,1.95,12.99,19.74,2.68,9.1,1.64,82,Satisfactory,6.0,78.1,1.657,3.77,5.26,404.1
Assam,Silchar,2015-11-01,86.02,231.66,38.15,18.62,18.2,19.51,2.41,21.46,24.61,5.2,14.08,3.82,186,Moderate,5.8,58.6,2.078,3.58,5.2,405.2
Assam,Silchar,2015-12-01,74.04,208.49,23.84,36.03,31.74,7.6,2.72,22.01,60.56,6.03,10.32,2.41,146,Moderate,2.2,63.8,2.008,2.78,5.06,405.5
Assam,Silchar,2016-01-01,104.28,134.7,22.19,46.53,24.4,31.78,1.24,7.47,65.69,4.79,14.74,4.06,246,Poor,4.2,63.3,1.843,4.51,5.33,408.9
Assam,Silchar,2016-02-01,63.75,104.3,15.68,35.73,31.02,22.62,0.95,24.68,23.72,1.31,3.71,2.52,110,Moderate,9.3,60.9,1.984,3.29,5.11,409.2
Assam,Silchar,2016-03-01,69.86,83.48,3.08,15.48,42.05,18.48,1.61,11.07,48.71,2.97,5.1,0.6,131,Moderate,7.5,40.3,1.853,3.61,5.4,409.7
Assam,Silchar,2016-04-01,47.89,132.22,12.38,9.3,30.6,11.36,1.8,21.02,33.51,1.87,11.03,2.38,80,Satisfactory,10.6,35.7,1.692,3.77,5.29,406.2
Assam,Silchar,2016-05-01,42.1,138.64,8.33,29.07,17.16,27.38,1.63,12.6,32.95,2.06,2.42,2.5,70,Satisfactory,15.3,48.0,1.981,3.57,5.39,408.8
Assam,Silchar,2016-06-01,32.93,78.8,16.31,23.14,9.91,7.55,1.19,10.54,26.08,2.55,7.37,2.24,54,Satisfactory,14.7,67.5,2.113,3.92,5.24,407.4
Assam,Silchar,2016-07-01,49.91,43.11,6.84,20.99,22.84,16.12,0.34,9.99,28.81,1.58,3.69,1.27,83,Satisfactory,12.4,90.9,2.138,3.52,5.27,413.2
Assam,Silchar,2016-08-01,19.74,54.1,5.27,7.3,18.67,11.85,1.08,7.93,24.25,1.25,0.72,0.87,33,Good,13.5,96.8,1.478,4.14,5.21,408.0
Assam,Silchar,2016-09-01,28.31,88.65,17.98,15.83,6.98,14.41,0.85,14.43,10.99,1.77,3.06,1.63,47,Good,16.3,89.0,2.016,4.04,5.34,410.6
Assam,Silchar,2016-10-01,76.99,55.24,18.24,17.21,11.74,8.47,1.04,23.22,15.38,2.5,4.86,2.31,156,Moderate,11.1,92.0,1.857,3.95,5.43,408.2
Assam,Silchar,2016-11-01,96.31,234.29,37.4,28.34,53.8,14.17,1.39,11.67,65.47,5.73,11.21,0.74,219,Poor,3.3,71.7,1.876,4.35,5.08,405.4
Assam,Silchar,2016-12-01,72.58,177.88,31.04,32.55,54.05,23.85,2.27,25.46,61.36,1.35,4.43,3.94,141,Moderate,5.7,78.8,1.859,3.7,5.52,411.1
Assam,Silchar,2017-01-01,113.79,89.54,32.88,51.22,53.66,21.88,2.66,11.43,32.78,3.79,9.04,1.84,279,Poor,8.8,75.9,1.924,3.64,5.29,415.2
Assam,Silchar,2017-02-01,47.93,169.64,30.52,43.35,48.27,10.88,1.78,18.63,53.34,2.62,6.68,3.22,80,Satisfactory,3.9,49.6,2.132,3.68,5.27,414.3
Assam,Silchar,2017-03-01,86.34,89.2,14.27,21.0,34.32,11.31,1.42,16.47,23.64,2.2,6.44,1.08,188,Moderate,8.4,45.5,2.167,4.03,5.5,414.8
Assam,Silchar,2017-04-01,51.33,161.75,22.28,40.85,14.25,23.36,1.25,7.85,45.58,3.48,6.4,1.33,85,Satisfactory,14.9,50.5,1.872,3.31,5.39,415.2
Assam,Silchar,2017-05-01,44.96,48.05,14.86,21.66,34.24,27.86,0.88,13.97,22.56,5.07,10.65,2.53,75,Satisfactory,11.1,56.9,1.914,3.99,5.43,410.4
Assam,Silchar,2017-06-01,56.43,96.24,12.0,24.48,8.85,11.62,1.22,1.0,17.08,1.06,2.52,0.89,94,Satisfactory,16.5,64.9,1.849,3.75,5.3,419.6
Assam,Silchar,2017-07-01,34.24,84.41,12.15,12.66,8.64,8.62,0.79,7.38,24.0,1.73,2.08,1.04,56,Satisfactory,21.9,81.4,1.847,4.37,5.35,416.6
Assam,Silchar,2017-08-01,48.07,49.86,9.49,18.28,15.95,6.6,1.1,5.09,23.51,1.46,4.45,1.59,80,Satisfactory,18.6,97.7,2.039,3.5,5.55,416.7
Assam,Silchar,2017-09-01,32.66,83.58,7.77,27.13,8.42,16.85,0.88,11.06,26.07,2.24,2.68,0.89,54,Satisfactory,15.9,88.0,2.008,3.07,5.32,417.6
Assam,Silchar,2017-10-01,55.98,81.18,11.43,27.9,34.13,20.53,1.21,6.87,11.64,4.22,8.84,1.47,93,Satisfactory,9.1,65.3,1.969,4.55,5.51,415.9
Assam,Silchar,2017-11-01,96.69,147.92,14.14,61.46,32.83,31.85,1.63,32.63,39.6,2.96,6.89,0.8,220,Poor,2.9,62.5,2.014,4.3,5.6,412.8
Assam,Silchar,2017-12-01,71.03,217.91,30.88,43.96,49.57,32.74,1.23,30.84,48.66,3.68,5.5,2.2,135,Moderate,4.4,66.6,1.953,3.88,5.24,415.1
Assam,Silchar,2018-01-01,103.58,204.16,34.35,34.42,30.89,13.48,2.64,26.41,47.14,2.45,6.13,1.53,244,Poor,3.0,65.6,1.859,3.62,5.56,420.2
Assam,Silchar,2018-02-01,51.33,74.77,8.36,50.5,49.69,15.47,1.99,10.3,47.92,2.07,2.8,1.88,85,Satisfactory,5.3,59.7,2.082,3.97,5.47,417.4
Assam,Silchar,2018-03-01,69.38,151.31,13.93,46.06,15.48,11.21,2.07,6.03,27.06,2.72,4.95,2.31,130,Moderate,4.1,47.0,2.056,3.24,5.55,420.5
Assam,Silchar,2018-04-01,83.02,159.15,20.39,25.84,30.73,24.09,2.2,9.96,46.06,3.3,5.65,2.75,176,Moderate,13.2,50.5,1.57,3.96,5.6,418.0
Assam,Silchar,2018-05-01,70.49,106.96,23.23,40.29,29.87,17.8,0.8,15.61,27.54,1.09,9.8,2.34,133,Moderate,9.3,50.9,2.033,2.63,5.56,419.4
Assam,Silchar,2018-06-01,49.45,93.62,9.25,19.74,25.68,12.85,0.97,11.38,17.8,1.23,3.44,1.8,82,Satisfactory,16.8,84.1,1.981,4.62,5.33,421.0
Assam,Silchar,2018-07-01,19.04,49.37,13.11,11.84,23.67,4.6,0.32,6.6,11.6,2.5,3.63,1.21,32,Good,18.1,94.1,1.608,3.42,5.52,420.3
Assam,Silchar,2018-08-01,43.45,54.03,11.18,22.84,11.4,5.55,0.91,2.04,11.87,1.43,4.12,1.29,72,Satisfactory,15.6,98.4,1.943,3.72,5.5,416.0
Assam,Silchar,2018-09-01,27.4,61.7,3.83,23.13,19.64,4.27,0.92,10.16,26.52,1.5,2.96,0.43,46,Good,12.2,100.0,1.88,4.4,5.48,422.5
Assam,Silchar,2018-10-01,62.93,105.1,14.71,33.32,30.36,6.71,1.04,17.83,25.74,3.29,5.04,2.18,108,Moderate,9.5,76.6,2.076,3.68,5.44,419.8
Assam,Silchar,2018-11-01,91.0,185.61,23.67,55.72,28.66,19.88,2.41,23.1,63.76,4.33,8.48,3.49,201,Poor,3.1,76.6,2.064,3.05,5.57,417.9
Assam,Silchar,2018-12-01,78.97,234.74,29.16,36.11,34.51,14.98,2.8,34.08,67.26,2.59,16.94,1.34,162,Moderate,7.7,77.2,1.996,4.32,5.57,419.8
Assam,Silchar,2019-01-01,54.02,214.68,9.7,26.36,58.66,30.64,1.69,30.31,23.86,3.11,8.43,3.83,90,Satisfactory,4.5,56.1,1.728,4.56,5.45,421.6
Assam,Silchar,2019-02-01,76.28,88.73,25.27,24.42,23.5,30.43,2.01,13.65,39.99,3.66,7.08,1.55,153,Moderate,3.9,71.2,1.728,4.35,5.65,421.6
Assam,Silchar,2019-03-01,90.89,139.52,15.29,22.91,16.42,9.42,1.78,14.76,40.19,1.4,3.41,1.96,201,Poor,6.5,58.5,1.89,3.33,5.61,425.9
Assam,Silchar,2019-04-01,67.89,76.09,13.45,18.72,35.01,8.76,0.91,9.05,21.16,4.02,10.8,1.6,125,Moderate,12.6,46.8,1.976,3.92,5.59,422.4
Assam,Silchar,2019-05-01,54.09,118.39,26.9,44.31,35.83,20.14,2.26,10.86,65.15,3.53,5.98,1.89,90,Satisfactory,11.9,44.6,1.661,3.69,5.61,424.4
Assam,Silchar,2019-06-01,62.06,88.41,11.47,18.24,24.32,20.08,1.05,5.31,32.01,2.18,6.81,2.51,105,Moderate,14.0,86.7,1.884,3.69,5.53,422.7
Assam,Silchar,2019-07-01,23.14,85.49,6.96,12.3,7.21,2.95,0.43,4.82,22.24,1.67,2.41,1.52,39,Good,15.7,88.6,1.948,3.23,5.62,423.9
Assam,Silchar,2019-08-01,41.57,68.99,12.96,6.74,10.05,14.86,0.72,10.47,11.55,0.96,3.3,1.61,69,Satisfactory,11.9,95.5,1.872,3.85,5.65,425.6
Assam,Silchar,2019-09-01,46.14,45.33,10.79,11.91,10.69,12.65,0.46,7.15,15.45,0.68,4.77,1.92,77,Satisfactory,9.6,95.0,1.383,3.69,5.48,424.3
Assam,Silchar,2019-10-01,47.36,91.85,10.77,22.7,29.96,27.35,1.71,10.34,24.45,3.42,9.91,0.8,79,Satisfactory,12.0,82.1,1.844,3.47,5.52,424.6
Assam,Silchar,2019-11-01,72.1,98.19,24.7,29.42,58.78,13.59,2.44,18.65,19.65,6.07,13.18,2.65,139,Moderate,7.4,78.8,2.198,4.68,5.56,424.7
Assam,Silchar,2019-12-01,59.67,194.5,41.22,31.92,36.3,21.43,1.29,33.24,62.55,4.6,12.63,3.98,99,Satisfactory,3.9,75.6,1.819,3.78,5.48,425.8
Assam,Silchar,2020-01-01,69.79,153.75,37.0,58.43,45.45,21.06,0.89,17.74,24.85,5.26,15.29,4.68,131,Moderate,3.3,80.9,1.942,3.51,5.88,429.6
Assam,Silchar,2020-02-01,53.54,99.24,26.45,32.47,41.81,27.46,0.77,20.63,36.97,3.54,11.99,1.47,89,Satisfactory,7.6,69.9,1.966,4.25,5.66,432.6
Assam,Silchar,2020-03-01,39.11,31.97,12.14,24.71,22.72,4.02,0.7,6.65,22.89,1.48,2.69,1.17,65,Satisfactory,7.7,42.4,2.017,3.83,5.7,427.4
Assam,Silchar,2020-04-01,16.37,21.46,0.5,8.7,11.61,8.29,0.52,9.05,14.57,0.1,3.52,0.35,27,Good,13.8,34.4,2.078,4.09,5.76,426.8
Assam,Silchar,2020-05-01,36.68,68.06,9.42,13.66,11.41,8.2,0.67,7.06,30.69,1.61,2.01,1.4,61,Satisfactory,15.0,50.4,2.076,3.78,5.89,429.0
Assam,Silchar,2020-06-01,34.42,43.51,8.01,14.93,7.95,6.07,0.78,9.31,19.41,1.74,1.74,1.37,57,Satisfactory,20.8,83.1,1.876,4.12,5.81,429.8
Assam,Silchar,2020-07-01,37.96,94.45,0.5,12.07,5.32,10.68,0.67,12.67,17.95,1.46,6.59,0.93,63,Satisfactory,17.8,87.2,1.888,3.7,5.9,427.2
Assam,Silchar,2020-08-01,28.65,62.84,4.76,1.17,8.26,4.34,0.5,10.84,28.33,2.13,4.3,1.58,48,Good,15.2,94.4,1.777,3.61,5.87,433.1
Assam,Silchar,2020-09-01,43.61,60.82,15.61,11.63,24.32,4.32,0.57,15.89,19.0,1.21,5.57,1.42,72,Satisfactory,14.2,94.1,1.882,4.51,5.74,429.2
Assam,Silchar,2020-10-01,61.98,113.02,20.23,26.88,18.2,8.6,1.72,7.18,32.26,1.98,8.54,0.89,104,Moderate,11.8,85.8,2.154,4.49,5.85,434.2
Assam,Silchar,2020-11-01,60.47,136.57,41.79,62.41,60.04,9.22,1.91,9.67,46.38,3.96,11.37,4.22,99,Satisfactory,7.9,68.5,1.878,4.59,5.81,428.4
Assam,Silchar,2020-12-01,125.41,202.54,36.01,64.49,46.61,31.23,2.0,25.73,28.04,2.9,6.77,1.39,304,Very Poor,5.0,64.8,1.607,4.26,5.61,433.9
Assam,Silchar,2021-01-01,102.64,72.16,25.87,34.8,52.36,12.4,1.53,26.89,42.05,3.12,5.1,3.97,241,Poor,6.0,70.5,1.577,4.79,5.87,433.2
Assam,Silchar,2021-02-01,48.75,155.37,20.81,40.49,40.93,37.12,0.82,16.28,60.7,3.04,12.88,2.87,81,Satisfactory,6.4,63.1,1.691,4.63,5.97,430.6
Assam,Silchar,2021-03-01,32.1,129.79,21.58,41.86,48.09,27.5,1.99,17.86,24.99,3.22,2.05,0.77,53,Satisfactory,8.4,53.1,1.893,4.7,5.82,434.1
Assam,Silchar,2021-04-01,64.96,181.48,20.45,23.25,18.65,18.96,0.77,7.66,46.51,2.41,6.46,3.04,115,Moderate,6.7,34.2,1.807,5.35,5.85,430.2
